,tahun,bulan,jenis,kode_trayek,trayek,jumlah_penumpang
693,2021,5,Angkutan Umum Integrasi,9H,Cipedak - Blok M,10968
694,2021,5,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,10808
695,2021,5,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,72275
696,2021,5,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,6416
697,2021,5,Angkutan Umum Integrasi,8E,Bintaro - Blok M,18780
698,2021,5,Angkutan Umum Integrasi,8D,Joglo - Blok M,27926
699,2021,5,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,17630
700,2021,5,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,22375
701,2021,5,Angkutan Umum Integrasi,7D,Pancoran - TMII,22748
702,2021,5,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,74042
703,2021,5,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,59239
704,2021,5,Angkutan Umum Integrasi,6R,Ragunan - Stasin MRT Fatmawati,1955
705,2021,5,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,23488
706,2021,5,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,19834
707,2021,5,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,14432
708,2021,5,Angkutan Umum Integrasi,6F,Stasiun Manggarai - Ragunan,377
709,2021,5,Angkutan Umum Integrasi,6C,Stasin Tebet - Karet via Patra Kuningan,71930
710,2021,5,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,72543
711,2021,5,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,16819
712,2021,5,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,6123
713,2021,5,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,30816
714,2021,5,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,31316
715,2021,5,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,22119
716,2021,5,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,25213
717,2021,5,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,25213
718,2021,5,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,5854
719,2021,5,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,6932
720,2021,5,Angkutan Umum Integrasi,1M,Meruya - Blok M,23297
721,2021,5,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,30212
722,2021,5,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,6395
723,2021,5,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,60908
724,2021,5,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,16327
725,2021,5,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,18874
726,2021,5,Angkutan Umum Integrasi,1A ,PIK - Balai Kota,62524
727,2021,5,Angkutan Umum Integrasi,12B,Pluit - Senen,9408
728,2021,5,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,8906
729,2021,5,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,51102
730,2021,5,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,31667
731,2021,5,Angkutan Umum Integrasi,GR2,Tanah Abang Explorer,3945
732,2021,5,Angkutan Umum Integrasi,GR3,Ragunan - Departemen Pertanian,1386
733,2021,5,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,17
734,2021,5,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,24
735,2021,12,Mikrotrans,JAK.88,Terminal Tanjung Priok - Ancol Barat,43967
736,2021,12,Mikrotrans,JAK.85,Bintara - Cipinang Indah,40103
737,2021,12,Mikrotrans,JAK.84,Terminal Kampung Melayu - Kapin Raya,59193
738,2021,12,Mikrotrans,JAK.80,Rawa Buaya - Rawa Kompeni,70475
739,2021,12,Mikrotrans,JAK.77,Tanjung Priok - Jembatan Item,77697
740,2021,12,Mikrotrans,JAK.75,Cililitan - Kp. Pulo,62086
741,2021,12,Mikrotrans,JAK.74,Terminal Rawamangun - Cipinang Muara,58622
742,2021,12,Mikrotrans,JAK.73,Jambore Cibubur - Pasar Rebo,86917
743,2021,12,Mikrotrans,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,104712
744,2021,12,Mikrotrans,JAK.71,Kampung Rambutan - Pinang Ranti,69365
745,2021,12,Mikrotrans,JAK.64,Lenteng Agung - Aseli,66235
746,2021,12,Mikrotrans,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,47929
747,2021,12,Mikrotrans,JAK.60,Kelapa Gading - Rusun Kemayoran,70382
748,2021,12,Mikrotrans,JAK.59,Rawamangun - Tanah Merah,81467
749,2021,12,Mikrotrans,JAK.58,Cilingcing - Rorotan,114592
750,2021,12,Mikrotrans,JAK.56,Grogol - Srengseng,60415
751,2021,12,Mikrotrans,JAK.54,Grogol - Benhil,57178
752,2021,12,Mikrotrans,JAK.53,Grogol - Pos Pengumben via Slipi,68275
753,2021,12,Mikrotrans,JAK.52,Kalideres - Muara Angke,86276
754,2021,12,Mikrotrans,JAK.51,Taman Kota - Budi Luhur,124003
755,2021,12,Mikrotrans,JAK.50,Kalideres - Puri Kembangan,79329
756,2021,12,Mikrotrans,JAK.49,Lebak Bulus - Cipulir,53972
757,2021,12,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,68695
758,2021,12,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,109328
759,2021,12,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,59932
760,2021,12,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,82948
761,2021,12,Mikrotrans,JAK.43,Tongtek - Cililitan,104353
762,2021,12,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,95485
763,2021,12,Mikrotrans,JAK.41,Kampung Melayu - Ppulo Gadung,57059
764,2021,12,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,49918
765,2021,12,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,75170
766,2021,12,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,56049
767,2021,12,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,71809
768,2021,12,Mikrotrans,JAK.36,Cilangkap - Cililitan,88277
769,2021,12,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,37850
770,2021,12,Mikrotrans,JAK.34,Rawamangun - Klender,75763
771,2021,12,Mikrotrans,JAK.33,Pulo Gadung - Kota,64986
772,2021,12,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,96339
773,2021,12,Mikrotrans,JAK.31,Blok M - Andara,80726
774,2021,12,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,167782
775,2021,12,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,146329
776,2021,12,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,81435
777,2021,12,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,65717
778,2021,12,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,51285
779,2021,12,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,64243
780,2021,12,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,101816
781,2021,12,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,22786
782,2021,12,Mikrotrans,JAK.21,Cililitan - Dwikora,76970
783,2021,12,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,62477
784,2021,12,Mikrotrans,"JAK,19",Pinang Ranti - Kampung Rambutan,110771
785,2021,12,Mikrotrans,JAK.18,Kalibata - Kuningan,43349
786,2021,12,Mikrotrans,JAK.17,Senen - Pulo Gadung ,62285
787,2021,12,Mikrotrans,JAK.16,Cililitan - Condet via Kayu Manis,90254
788,2021,12,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,152585
789,2021,12,Mikrotrans,JAK.14,Tanah Abang - Meruya,125777
790,2021,12,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,24193
791,2021,12,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,78580
792,2021,12,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,106506
793,2021,12,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,70986
794,2021,12,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama ,87568
797,2021,12,Mikrotrans,JAK.10,Tanah Abang - Kota ,62581
798,2021,12,Mikrotrans,JAK.09,Roxy Mas - Karet,33555
799,2021,12,Mikrotrans,JAK.08,Roxy - Benhil,50409
800,2021,12,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,69904
801,2021,12,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,70907
802,2021,12,Mikrotrans,JAK.05,Semper - Rorotan,74100
803,2021,12,Mikrotrans,JAK.04,Grogol - Tubagus Angke,57870
804,2021,12,Mikrotrans,JAK.03,Lebak Bulus - Andara,43991
805,2021,12,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,59985
806,2021,12,Mikrotrans,JAK.01,Tanjung Priok - Plumpang,75915
807,2021,12,BRT,9,Pinang Ranti - Pluit,819178
808,2021,12,BRT,8,Lebak Bulus - Harmoni,533221
809,2021,12,BRT,7,Kampung Rambutan - Kampung Melayu,402368
810,2021,12,BRT,6,Ragunan - Dukuh Atas 2,401232
811,2021,12,BRT,5,Kampung Melayu - Ancol,513138
812,2021,12,BRT,4,Pulo Gadung 2 - Tosari,319411
813,2021,12,BRT,3,Kalideres - Pasar Baru,465124
814,2021,12,BRT,2,Pulo Gadung 1 - Harmoni,380760
815,2021,12,BRT,13,Ciledug - Tendean,337233
816,2021,12,BRT,12,Penjaringan - Sunter Bouleverd Barat,167399
817,2021,12,BRT,11,Pulo Gebang - Kampung Melayu,163776
818,2021,12,BRT,10,Tanjung Priok - PGC 2,419198
819,2021,12,BRT,1,Blok M - Kota,1131439
820,2021,12,Angkutan Umum Integrasi,9H,Cipedak - Blok M,0
821,2021,12,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,0
822,2021,12,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,0
823,2021,12,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,0
824,2021,12,Angkutan Umum Integrasi,8E,Bintaro - Blok M,0
825,2021,12,Angkutan Umum Integrasi,8D,Joglo - Blok M,0
826,2021,12,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,0
827,2021,12,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,0
828,2021,12,Angkutan Umum Integrasi,7D,Pancoran - TMII,0
829,2021,12,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,0
830,2021,12,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,0
831,2021,12,Angkutan Umum Integrasi,6R,Ragunan - Stasin MRT Fatmawati,0
832,2021,12,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,0
833,2021,12,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,0
834,2021,12,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,8
835,2021,12,Angkutan Umum Integrasi,6C,Stasin Tebet - Karet via Patra Kuningan,0
836,2021,12,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,0
837,2021,12,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,0
838,2021,12,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,0
839,2021,12,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,0
840,2021,12,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,0
841,2021,12,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,0
842,2021,12,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,176
843,2021,12,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,0
844,2021,12,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,0
845,2021,12,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,0
846,2021,12,Angkutan Umum Integrasi,1M,Meruya - Blok M,0
847,2021,12,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,0
848,2021,12,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,0
849,2021,12,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,0
850,2021,12,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,0
851,2021,12,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,0
852,2021,12,Angkutan Umum Integrasi,1A,PIK - Balai Kota,0
853,2021,12,Angkutan Umum Integrasi,12B,Pluit - Senen,0
854,2021,12,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,0
855,2021,12,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0
856,2021,12,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,0
857,2021,9,Mikrotrans,JAK.88,Terminal Tanjung Priok - Ancol Barat,21569
858,2021,9,Mikrotrans,JAK.85,Bintara - Cipinang Indah,23109
859,2021,9,Mikrotrans,JAK.84,Terminal Kampung Melayu - Kapin Raya,36842
860,2021,9,Mikrotrans,JAK.80,Rawa Buaya - Rawa Kompeni,46648
861,2021,9,Mikrotrans,JA.77,Tanjung Priok - Jembatan Item,48302
862,2021,9,Mikrotrans,JAK.75,Cililitan - Kp. Pulo,35365
863,2021,9,Mikrotrans,JAK.74,Terminal Rawamangun - Cipinang Muara,30072
864,2021,9,Mikrotrans,JAK.73,Jambore Cibubur - Pasar Rebo,59539
865,2021,9,Mikrotrans,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,64779
866,2021,9,Mikrotrans,JAK.71,Kampung Rambutan - Pinang Ranti,48561
867,2021,9,Mikrotrans,JAK.64,Lenteng Agung - Aseli,40201
868,2021,9,Mikrotrans,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,25171
869,2021,9,Mikrotrans,JAK.60,Kelapa Gading - Rusun Kemayoran,52090
870,2021,9,Mikrotrans,JAK.59,Rawamangun - Tanah Merah,49257
871,2021,9,Mikrotrans,JAK.58,Cilingcing - Rorotan,71733
872,2021,9,Mikrotrans,JAK.56,Grogol - Srengseng,34100
873,2021,9,Mikrotrans,JAK.54,Grogol - Benhil,33008
874,2021,9,Mikrotrans,JAK.53,Grogol - Pos Pengumben via Slipi,33250
875,2021,9,Mikrotrans,JAK.52,Kalideres - Muara Angke,53897
876,2021,9,Mikrotrans,JAK.51,Taman Kota - Budi Luhur,77687
877,2021,9,Mikrotrans,JAK.50,Kalideres - Puri Kembangan,50104
878,2021,9,Mikrotrans,JAK.49,Lebak Bulus - Cipulir,33207
879,2021,9,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,32568
880,2021,9,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,60542
881,2021,9,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,38024
882,2021,9,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,50060
883,2021,9,Mikrotrans,JAK.43,Tongtek - Cililitan,69032
884,2021,9,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,51065
885,2021,9,Mikrotrans,JAK.41,Kampung Melayu - Pulo Gadung,33668
886,2021,9,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,26059
887,2021,9,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,48378
888,2021,9,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,34714
889,2021,9,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,43800
890,2021,9,Mikrotrans,JAK.36,Cilangkap - Cililitan,49923
891,2021,9,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,26455
892,2021,9,Mikrotrans,JAK.34,Rawamangun - Klender,50790
893,2021,9,Mikrotrans,JAK.33,Pulo Gadung - Kota,38197
894,2021,9,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,59259
895,2021,9,Mikrotrans,JAK.31,Blok M - Andara,46546
896,2021,9,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,103286
897,2021,9,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,82109
898,2021,9,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,44851
899,2021,9,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,28362
900,2021,9,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,29082
901,2021,9,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,38117
902,2021,9,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,55622
903,2021,9,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,18294
904,2021,9,Mikrotrans,JAK.21,Cililitan - Dwikora,60358
905,2021,9,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,43086
906,2021,9,Mikrotrans,"JAK,19",Pinang Ranti - Kampung Rambutan,80525
907,2021,9,Mikrotrans,JAK.18,Kalibata - Kuningan,22686
908,2021,9,Mikrotrans,JAK.17,Senen - Pulo Gadung ,32948
909,2021,9,Mikrotrans,JAK.16,Cililitan - Condet via Kayu Manis,55189
910,2021,9,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,88818
911,2021,9,Mikrotrans,JAK.14,Tanah Abang - Meruya,54146
912,2021,9,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,13942
913,2021,9,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,47757
914,2021,9,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,65450
915,2021,9,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,42918
916,2021,9,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama ,55623
917,2021,9,Mikrotrans,JAK.10,Tanah Abang - Kota ,39097
918,2021,9,Mikrotrans,JAK.09,Roxy Mas - Karet,20117
919,2021,9,Mikrotrans,JAK.08,Roxy - Benhil,31482
920,2021,9,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,40234
921,2021,9,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,47876
922,2021,9,Mikrotrans,JAK.05,Semper - Rorotan,49580
923,2021,9,Mikrotrans,JAK.04,Grogol - Tubagus Angke,39425
924,2021,9,Mikrotrans,JAK.03,Lebak Bulus - Andara,29480
925,2021,9,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,33996
926,2021,9,Mikrotrans,JAK.01,Tanjung Priok - Plumpang,50127
927,2021,9,BRT,9,Pinang Ranti - Pluit,576669
928,2021,9,BRT,8,Lebak Bulus - Harmoni,374777
929,2021,9,BRT,7,Kampung Rambutan - Kampung Melayu,320701
930,2021,9,BRT,6,Ragunan - Dukuh Atas 2,294430
931,2021,9,BRT,5,Kampung Melayu - Ancol,357909
932,2021,9,BRT,4,Pulo Gadung 2 - Tosari,225026
933,2021,9,BRT,3,Kalideres - Pasar Baru,398693
934,2021,9,BRT,2,Pulo Gadung 1 - Harmoni,277799
935,2021,9,BRT,13,Ciledug - Tendean,254820
936,2021,9,BRT,12,Penjaringan - Sunter Bouleverd Barat,121086
937,2021,9,BRT,11,Pulo Gebang - Kampung Melayu,116020
938,2021,9,BRT,10,Tanjung Priok - PGC 2,315308
939,2021,9,BRT,1,Blok M - Kota,735653
940,2021,9,Angkutan Umum Integrasi,9H,Cipedak - Blok M,15763
941,2021,9,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,15640
942,2021,9,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,70179
943,2021,9,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,8898
944,2021,9,Angkutan Umum Integrasi,8E,Bintaro - Blok M,16354
945,2021,9,Angkutan Umum Integrasi,8D,Joglo - Blok M,21647
946,2021,9,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,0
947,2021,9,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,22113
948,2021,9,Angkutan Umum Integrasi,7D,Pancoran - TMII,17735
949,2021,9,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,63312
950,2021,9,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,65877
951,2021,9,Angkutan Umum Integrasi,6R,Ragunan - Stasin MRT Fatmawati,0
952,2021,9,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,21774
953,2021,9,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,18302
954,2021,9,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,18253
955,2021,9,Angkutan Umum Integrasi,6C,Stasin Tebet - Karet via Patra Kuningan,79500
956,2021,9,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,69464
957,2021,9,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,13037
958,2021,9,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,6075
959,2021,9,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,33478
960,2021,9,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,29193
961,2021,9,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,22173
962,2021,9,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,11913
963,2021,9,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,22527
964,2021,9,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,7611
965,2021,9,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,12148
966,2021,9,Angkutan Umum Integrasi,1M,Meruya - Blok M,18366
967,2021,9,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,32607
968,2021,9,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,0
969,2021,9,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,65276
970,2021,9,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,12038
971,2021,9,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,25509
972,2021,9,Angkutan Umum Integrasi,1A ,PIK - Balai Kota,54065
973,2021,9,Angkutan Umum Integrasi,12B,Pluit - Senen,8145
974,2021,9,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,9875
975,2021,9,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,48895
976,2021,9,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,32614
977,2021,9,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,91
978,2021,9,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,15
979,2021,2,Mikrotrans,JAK.88,Terminal Tanjung Priok - Ancol Barat,21344
980,2021,2,Mikrotrans,JAK.85,Bintara - Cipinang Indah,20729
981,2021,2,Mikrotrans,JAK.84,Terminal Kampung Melayu - Kapin Raya,31200
982,2021,2,Mikrotrans,JAK.80,Rawa Buaya - Rawa Kompeni,54914
983,2021,2,Mikrotrans,JA.77,Tanjung Priok - Jembatan Item,56920
984,2021,2,Mikrotrans,JAK.75,Cililitan - Kp. Pulo,43997
985,2021,2,Mikrotrans,JAK.74,Terminal Rawamangun - Cipinang Muara,35356
986,2021,2,Mikrotrans,JAK.73,Jambore Cibubur - Pasar Rebo,63940
987,2021,2,Mikrotrans,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,77250
988,2021,2,Mikrotrans,JAK.71,Kampung Rambutan - Pinang Ranti,57426
989,2021,2,Mikrotrans,JAK.64,Lenteng Agung - Aseli,37219
990,2021,2,Mikrotrans,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,33443
991,2021,2,Mikrotrans,JAK.60,Kelapa Gading - Rusun Kemayoran,65846
992,2021,2,Mikrotrans,JAK.59,Rawamangun - Tanah Merah,87721
993,2021,2,Mikrotrans,JAK.58,Cilingcing - Rorotan,87437
994,2021,2,Mikrotrans,JAK.56,Grogol - Srengseng,46279
995,2021,2,Mikrotrans,JAK.54,Grogol - Benhil,26980
996,2021,2,Mikrotrans,JAK.53,Grogol - Pos Pengumben via Slipi,22227
997,2021,2,Mikrotrans,JAK.52,Kalideres - Muara Angke,43364
998,2021,2,Mikrotrans,JAK.51,Taman Kota - Budi Luhur,92464
999,2021,2,Mikrotrans,JAK.50,Kalideres - Puri Kembangan,51921
1000,2021,2,Mikrotrans,JAK.49,Lebak Bulus - Cipulir,35460
1001,2021,2,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,40570
1002,2021,2,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,57219
1003,2021,2,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,44618
1004,2021,2,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,52459
1005,2021,2,Mikrotrans,JAK.43,Tongtek - Cililitan,77215
1006,2021,2,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,52244
1007,2021,2,Mikrotrans,JAK.41,Kampung Melayu - Ppulo Gadung,22924
1008,2021,2,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,39204
1009,2021,2,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,54632
1010,2021,2,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,40927
1011,2021,2,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,48742
1012,2021,2,Mikrotrans,JAK.36,Cilangkap - Cililitan,83344
1013,2021,2,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,29146
1014,2021,2,Mikrotrans,JAK.34,Rawamangun - Klender,68017
1015,2021,2,Mikrotrans,JAK.33,Pulo Gadung - Kota,47276
1016,2021,2,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,78829
1017,2021,2,Mikrotrans,JAK.31,Blok M - Andara,54602
1018,2021,2,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,124641
1019,2021,2,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,99914
1020,2021,2,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,59697
1021,2021,2,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,43461
1022,2021,2,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,36157
1023,2021,2,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,54166
1024,2021,2,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,66373
1025,2021,2,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,23633
1026,2021,2,Mikrotrans,JAK.21,Cililitan - Dwikora,50183
1027,2021,2,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,56309
1028,2021,2,Mikrotrans,"JAK,19",Pinang Ranti - Kampung Rambutan,100915
